medium	depth	enzyme	log2ptr	se	ok	nw	na	r2	growth_rate	pred
M4	2	AlfI	1.31427	0.148885	True	25	1989	0.79855	1.3718	1.5315
M4	2	AloI	1.06397	0.305672	True	18	441	0.469703	1.3718	1.5315
M4	2	BaeI	1.07676	0.286426	True	22	669	0.442534	1.3718	1.5315
M4	2	BcgI	1.26056	0.114589	True	29	2872	0.811364	1.3718	1.5315
M4	2	BplI	1.26615	0.333658	True	14	354	0.297999	1.3718	1.5315
M4	2	BsaXI	1.16384	0.268488	True	25	932	0.32229	1.3718	1.5315
M4	2	BslFI	1.09118	0.123475	True	24	2401	0.775244	1.3718	1.5315
M4	2	Bsp24I	1.14421	0.166799	True	25	1587	0.653253	1.3718	1.5315
M4	2	CjeI	1.35262	0.0801736	True	86	8597	0.75819	1.3718	1.5315
M4	2	CjePI	1.37395	0.0923287	True	76	7616	0.667187	1.3718	1.5315
M4	2	CspCI	1.53119	0.317158	True	23	563	0.513258	1.3718	1.5315
M4	2	FalI	1.13415	0.415279	True	25	687	0.0410671	1.3718	1.5315
M4	2	HaeIV	1.33218	0.12571	True	66	6635	0.472087	1.3718	1.5315
M4	2	Hin4I	1.2121	0.099268	True	54	5430	0.721573	1.3718	1.5315
M4	2	PpiI	1.51127	0.439784	True	13	336	0.516743	1.3718	1.5315
M4	2	PsrI	1.44341	0.179418	True	17	419	0.715593	1.3718	1.5315
M4	5	AlfI	1.57398	0.141847	True	25	1989	0.864213	1.3718	1.5315
M4	5	AloI	1.18608	0.136039	True	18	441	0.827699	1.3718	1.5315
M4	5	BaeI	1.22456	0.234285	True	24	729	0.577781	1.3718	1.5315
M4	5	BcgI	1.61989	0.135797	True	29	2872	0.884587	1.3718	1.5315
M4	5	BplI	1.60354	0.24044	True	15	379	0.804797	1.3718	1.5315
M4	5	BsaXI	1.30782	0.188233	True	26	970	0.689399	1.3718	1.5315
M4	5	BslFI	1.2599	0.138807	True	25	2501	0.797587	1.3718	1.5315
M4	5	Bsp24I	1.28377	0.116369	True	24	1524	0.860136	1.3718	1.5315
M4	5	CjeI	1.56264	0.0804453	True	89	8897	0.833017	1.3718	1.5315
M4	5	CjePI	1.52474	0.0811154	True	77	7716	0.856892	1.3718	1.5315
M4	5	CspCI	1.29004	0.167935	True	23	563	0.722849	1.3718	1.5315
M4	5	FalI	1.39279	0.164702	True	26	715	0.59209	1.3718	1.5315
M4	5	HaeIV	1.67349	0.126638	True	66	6635	0.721039	1.3718	1.5315
M4	5	Hin4I	1.59106	0.119694	True	54	5430	0.803467	1.3718	1.5315
M4	5	PpiI	1.2891	0.235964	True	13	336	0.755942	1.3718	1.5315
M4	5	PsrI	1.57388	0.184236	True	17	419	0.796923	1.3718	1.5315
M6	0.5	AlfI	0.74712	0.296249	True	24	1910	0.152017	1.3549	1.3298
M6	0.5	AloI	0.476161	0.279504	True	8	191	-0.0494511	1.3549	1.3298
M6	0.5	BaeI	0.43086	0.347539	True	17	510	0.0970617	1.3549	1.3298
M6	0.5	BcgI	0.95703	0.298597	True	28	2772	0.221887	1.3549	1.3298
M6	0.5	BplI			False	9	229		1.3549	1.3298
M6	0.5	BsaXI	1.23548	0.479348	True	24	894	-0.12963	1.3549	1.3298
M6	0.5	BslFI	0.676463	0.410633	True	23	2301	-0.0600381	1.3549	1.3298
M6	0.5	Bsp24I	0.959605	0.584756	True	25	1587	-0.210235	1.3549	1.3298
M6	0.5	CjeI	1.30947	0.201654	True	87	8697	0.282808	1.3549	1.3298
M6	0.5	CjePI	1.05316	0.175266	True	74	7416	0.27499	1.3549	1.3298
M6	0.5	CspCI			False	12	300		1.3549	1.3298
M6	0.5	FalI	0.0392639	0.576109	True	22	603	-0.266967	1.3549	1.3298
M6	0.5	HaeIV	1.27079	0.30027	True	58	5835	-0.0811865	1.3549	1.3298
M6	0.5	Hin4I	1.47373	0.280218	True	52	5230	0.259249	1.3549	1.3298
M6	0.5	PpiI	1.12282	0.460916	True	11	286	0.29468	1.3549	1.3298
M6	0.5	PsrI	0.76199	0.712843	True	12	294	-0.103698	1.3549	1.3298
M6	10	AlfI	1.27079	0.0448782	True	25	1989	0.973374	1.3549	1.3298
M6	10	AloI	1.2827	0.0950522	True	18	441	0.915257	1.3549	1.3298
M6	10	BaeI	1.36806	0.071332	True	25	759	0.941784	1.3549	1.3298
M6	10	BcgI	1.2893	0.04687	True	29	2872	0.965797	1.3549	1.3298
M6	10	BplI	1.36263	0.0954115	True	15	379	0.95268	1.3549	1.3298
M6	10	BsaXI	1.29345	0.0757483	True	26	970	0.932884	1.3549	1.3298
M6	10	BslFI	1.26376	0.0435121	True	25	2501	0.973807	1.3549	1.3298
M6	10	Bsp24I	1.23647	0.052941	True	25	1587	0.961468	1.3549	1.3298
M6	10	CjeI	1.32707	0.0249175	True	89	8897	0.980158	1.3549	1.3298
M6	10	CjePI	1.24437	0.0235902	True	77	7716	0.979561	1.3549	1.3298
M6	10	CspCI	1.28201	0.0874079	True	24	588	0.911884	1.3549	1.3298
M6	10	FalI	1.24058	0.0778944	True	26	715	0.916919	1.3549	1.3298
M6	10	HaeIV	1.28934	0.0413621	True	66	6635	0.933491	1.3549	1.3298
M6	10	Hin4I	1.33887	0.0306863	True	54	5430	0.977372	1.3549	1.3298
M6	10	PpiI	1.48832	0.0866364	True	13	336	0.953612	1.3549	1.3298
M6	10	PsrI	1.26512	0.104849	True	17	419	0.902541	1.3549	1.3298
M6	1	AlfI	1.29086	0.256843	True	25	1989	0.483379	1.3549	1.3298
M6	1	AloI	1.35449	0.445442	True	17	416	0.197045	1.3549	1.3298
M6	1	BaeI	0.739321	0.318562	True	21	639	0.187552	1.3549	1.3298
M6	1	BcgI	1.10084	0.188407	True	29	2872	0.559941	1.3549	1.3298
M6	1	BplI	0.982001	0.684946	True	14	354	0.160502	1.3549	1.3298
M6	1	BsaXI	0.963055	0.336592	True	26	970	0.136567	1.3549	1.3298
M6	1	BslFI	1.05114	0.176284	True	24	2401	0.636326	1.3549	1.3298
M6	1	Bsp24I	1.09269	0.286088	True	25	1587	0.345357	1.3549	1.3298
M6	1	CjeI	1.23741	0.113124	True	88	8797	0.575035	1.3549	1.3298
M6	1	CjePI	1.13811	0.0902374	True	75	7516	0.700281	1.3549	1.3298
M6	1	CspCI	1.55523	0.551483	True	22	538	0.29894	1.3549	1.3298
M6	1	FalI	1.05025	0.495997	True	25	687	0.0546676	1.3549	1.3298
M6	1	HaeIV	1.46542	0.176813	True	65	6535	0.46509	1.3549	1.3298
M6	1	Hin4I	1.36823	0.157915	True	53	5330	0.555664	1.3549	1.3298
M6	1	PpiI	2.28058	0.663405	True	13	336	0.358647	1.3549	1.3298
M6	1	PsrI	0.807018	0.431695	True	16	394	-0.00961821	1.3549	1.3298
M6	2	AlfI	1.3434	0.129042	True	25	1989	0.826051	1.3549	1.3298
M6	2	AloI	1.2007	0.174005	True	18	441	0.743803	1.3549	1.3298
M6	2	BaeI	1.31439	0.186184	True	24	729	0.687442	1.3549	1.3298
M6	2	BcgI	1.35878	0.0988575	True	29	2872	0.852317	1.3549	1.3298
M6	2	BplI	1.67839	0.33162	True	15	379	0.681316	1.3549	1.3298
M6	2	BsaXI	1.45534	0.199463	True	25	932	0.588501	1.3549	1.3298
M6	2	BslFI	1.16856	0.10762	True	24	2401	0.841274	1.3549	1.3298
M6	2	Bsp24I	1.17049	0.134077	True	24	1524	0.727184	1.3549	1.3298
M6	2	CjeI	1.24757	0.0700286	True	88	8797	0.791973	1.3549	1.3298
M6	2	CjePI	1.31043	0.0689531	True	77	7716	0.818331	1.3549	1.3298
M6	2	CspCI	1.16606	0.185502	True	23	563	0.651155	1.3549	1.3298
M6	2	FalI	1.02294	0.284148	True	24	672	0.45157	1.3549	1.3298
M6	2	HaeIV	1.3484	0.0991435	True	66	6635	0.739372	1.3549	1.3298
M6	2	Hin4I	1.33051	0.089741	True	53	5330	0.78846	1.3549	1.3298
M6	2	PpiI	1.58215	0.226649	True	12	311	0.765157	1.3549	1.3298
M6	2	PsrI	1.11592	0.279273	True	17	419	0.456329	1.3549	1.3298
M6	5	AlfI	1.3512	0.0784918	True	25	1989	0.934421	1.3549	1.3298
M6	5	AloI	1.32561	0.14877	True	18	441	0.774947	1.3549	1.3298
M6	5	BaeI	1.22963	0.114821	True	25	759	0.85721	1.3549	1.3298
M6	5	BcgI	1.36092	0.0677361	True	29	2872	0.940805	1.3549	1.3298
M6	5	BplI	1.43085	0.120037	True	15	379	0.926589	1.3549	1.3298
M6	5	BsaXI	1.31325	0.0959214	True	26	970	0.903155	1.3549	1.3298
M6	5	BslFI	1.33447	0.057433	True	25	2501	0.960016	1.3549	1.3298
M6	5	Bsp24I	1.21193	0.0709615	True	25	1587	0.93335	1.3549	1.3298
M6	5	CjeI	1.38728	0.0383388	True	89	8897	0.95882	1.3549	1.3298
M6	5	CjePI	1.31227	0.0317249	True	77	7716	0.967164	1.3549	1.3298
M6	5	CspCI	1.18071	0.0907209	True	24	588	0.878752	1.3549	1.3298
M6	5	FalI	1.28433	0.104263	True	26	715	0.869569	1.3549	1.3298
M6	5	HaeIV	1.36571	0.0505014	True	66	6635	0.926514	1.3549	1.3298
M6	5	Hin4I	1.38257	0.04397	True	54	5430	0.956202	1.3549	1.3298
M6	5	PpiI	1.35764	0.143911	True	13	336	0.846208	1.3549	1.3298
M6	5	PsrI	1.30191	0.13821	True	17	419	0.829194	1.3549	1.3298
RUN_OUT	0.5	AlfI	0.0976334	0.264371	True	25	1989	-0.0717284		
RUN_OUT	0.5	AloI	1.09514	0.695852	True	14	341	0.0480654		
RUN_OUT	0.5	BaeI	0.645581	0.495304	True	21	639	-0.104936		
RUN_OUT	0.5	BcgI	0.521033	0.186429	True	26	2572	0.188295		
RUN_OUT	0.5	BplI	0.427784	0.659748	True	14	354	-0.423854		
RUN_OUT	0.5	BsaXI			False	25	932			
RUN_OUT	0.5	BslFI			False	24	2401			
RUN_OUT	0.5	Bsp24I			False	23	1461			
RUN_OUT	0.5	CjeI	0.037405	0.174381	True	85	8497	-0.118716		
RUN_OUT	0.5	CjePI			False	73	7316			
RUN_OUT	0.5	CspCI	0.324401	0.494164	True	21	525	-0.295452		
RUN_OUT	0.5	FalI	0.392056	0.604591	True	21	575	-0.247339		
RUN_OUT	0.5	HaeIV	0.155318	0.265396	True	63	6335	-0.230239		
RUN_OUT	0.5	Hin4I	0.225212	0.218289	True	52	5230	-0.126412		
RUN_OUT	0.5	PpiI			False	9	236			
RUN_OUT	0.5	PsrI			False	17	419			
RUN_OUT	10	AlfI	0.0107976	0.0667657	True	24	1910	0.00406075		
RUN_OUT	10	AloI	0.0239267	0.106807	True	17	416	-0.000247853		
RUN_OUT	10	BaeI			False	24	729			
RUN_OUT	10	BcgI			False	28	2772			
RUN_OUT	10	BplI			False	15	379			
RUN_OUT	10	BsaXI	0.0736196	0.137339	True	26	970	0.00528086		
RUN_OUT	10	BslFI			False	23	2300			
RUN_OUT	10	Bsp24I			False	25	1587			
RUN_OUT	10	CjeI	0.0352688	0.0436933	True	83	8297	0.00697559		
RUN_OUT	10	CjePI			False	76	7616			
RUN_OUT	10	CspCI	0.127355	0.116844	True	24	588	0.0561213		
RUN_OUT	10	FalI	0.228286	0.165363	True	26	715	0.0765599		
RUN_OUT	10	HaeIV	0.0197966	0.0751451	True	63	6335	-0.00124271		
RUN_OUT	10	Hin4I	0.104395	0.0956135	True	54	5430	0.012263		
RUN_OUT	10	PpiI	0.0725689	0.132503	True	13	336	-0.00385602		
RUN_OUT	10	PsrI	0.0288013	0.116832	True	15	369	0.00454304		
RUN_OUT	1	AlfI			False	25	1989			
RUN_OUT	1	AloI			False	18	441			
RUN_OUT	1	BaeI			False	24	729			
RUN_OUT	1	BcgI			False	26	2572			
RUN_OUT	1	BplI	0.144996	0.462991	True	14	354	-0.0621212		
RUN_OUT	1	BsaXI			False	26	970			
RUN_OUT	1	BslFI			False	24	2401			
RUN_OUT	1	Bsp24I	0.0515487	0.156807	True	22	1398	-0.0424488		
RUN_OUT	1	CjeI	0.0120171	0.0822349	True	86	8597	-0.0306861		
RUN_OUT	1	CjePI			False	74	7416			
RUN_OUT	1	CspCI	0.330313	0.36201	True	22	550	-0.147887		
RUN_OUT	1	FalI	0.233787	0.312436	True	23	631	-0.0906433		
RUN_OUT	1	HaeIV	0.202335	0.166217	True	60	6035	-0.00675776		
RUN_OUT	1	Hin4I	0.119242	0.136483	True	52	5230	-0.013897		
RUN_OUT	1	PpiI			False	13	336			
RUN_OUT	1	PsrI			False	17	419			
RUN_OUT	2	AlfI	0.0643183	0.11563	True	25	1989	-0.00548406		
RUN_OUT	2	AloI	0.410398	0.221527	True	18	441	0.084002		
RUN_OUT	2	BaeI	0.155197	0.165877	True	22	669	0.0789781		
RUN_OUT	2	BcgI	0.0916652	0.0495994	True	25	2500	0.107396		
RUN_OUT	2	BplI	0.146942	0.230039	True	15	379	0.000919705		
RUN_OUT	2	BsaXI			False	26	970			
RUN_OUT	2	BslFI	0.0743292	0.083289	True	22	2201	0.0222373		
RUN_OUT	2	Bsp24I	0.0939727	0.106672	True	21	1335	0.0290927		
RUN_OUT	2	CjeI	0.112423	0.0571264	True	87	8697	0.042594		
RUN_OUT	2	CjePI			False	77	7716			
RUN_OUT	2	CspCI	0.239221	0.167959	True	24	588	-0.000177181		
RUN_OUT	2	FalI	0.20315	0.193993	True	26	715	0.0509341		
RUN_OUT	2	HaeIV	0.0213922	0.0983914	True	63	6335	-0.0233348		
RUN_OUT	2	Hin4I	0.0575266	0.0788533	True	53	5330	0.00301475		
RUN_OUT	2	PpiI	0.0726265	0.134646	True	10	261	0.0169148		
RUN_OUT	2	PsrI	0.229619	0.274686	True	17	419	-0.0267586		
RUN_OUT	5	AlfI			False	25	1989			
RUN_OUT	5	AloI			False	17	416			
RUN_OUT	5	BaeI			False	23	699			
RUN_OUT	5	BcgI	0.0833242	0.0523174	True	27	2672	0.0862203		
RUN_OUT	5	BplI			False	14	354			
RUN_OUT	5	BsaXI			False	26	970			
RUN_OUT	5	BslFI	0.0204135	0.0527271	True	25	2501	0.0130458		
RUN_OUT	5	Bsp24I	0.0192414	0.0706581	True	25	1587	-0.00117489		
RUN_OUT	5	CjeI	0.0940379	0.0430381	True	89	8897	0.0306117		
RUN_OUT	5	CjePI	0.0286049	0.0439898	True	74	7416	0.00977628		
RUN_OUT	5	CspCI	0.00602877	0.0986797	True	24	588	-0.00468234		
RUN_OUT	5	FalI	0.174	0.13937	True	26	715	0.104478		
RUN_OUT	5	HaeIV	0.106353	0.0592451	True	64	6435	0.0335875		
RUN_OUT	5	Hin4I	0.0370705	0.0598096	True	51	5130	-0.000597243		
RUN_OUT	5	PpiI			False	13	336			
RUN_OUT	5	PsrI	0.20011	0.169105	True	17	419	0.0983796		
