sample-id	S_8123220	S_0313206	S_8123213	S_1411224	S_1313229	S_8123225	S_1413229	S_8123218	S_8221232	S_1413216	S_1413230	S_0313216	S_8221227	S_1211212	S_1313218	S_1313221	S_1313202	S_8123214	S_8123227	S_0313222	S_1213209	S_0313218	S_8221222	S_1213218	S_1211209	S_1213211	S_1313223	S_1413233	S_1413221	S_8221213	S_8222219	S_8123226	S_1413231	S_1311202	S_8123202	S_0313207	S_8221231	S_1212203
s__UBA4874_sp002398065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10411	0	0	0	0	0	0	0	0	0	0	0	0
s__UBA4877_sp002399345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15517	0	0	0	0	0	0	0	0	0	0	0	0
s__DTU098_sp002408725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__UBA4844_sp002424365	0	51212	0	0	0	0	10521	0	0	0	0	0	0	43704	0	0	71219	46219	0	21305	35715	0	0	0	0	143702	72919	0	0	0	0	0	0	0	0	27648	0	0
s__UBA4851_sp002408445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5476	0	0	0	0	0	0	0	0	0	0	0	0
s__JAAZLJ01_sp012799365	0	0	0	0	0	0	0	0	0	0	0	0	0	6836	0	0	0	0	0	4871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Syntrophaceticus_sp002397275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5035	0	0	0	0	0	0	0	0	0	0	0	0
s__Centipeda_artemidis	192422	13703	93695	28106	50230	0	14328	9811	65379	60175	25310	51710	26871	41799	57214	54331	48213	141291	365005	9272	3241	35917	58411	1037831	24567	87794	23006	10901	88000	54766	0	127592	71348	20817	5716	29752	42968	175377
s__Centipeda_felix	544637	127938	453462	31318	114633	772129	53003	265361	215058	21527	372573	49400	110317	673789	189909	22154	604074	186594	533712	133850	535220	1282097	44135	291138	31386	1999493	572767	376500	138843	138021	1586769	946845	20643	278144	135190	77836	206318	53449
s__Centipeda_flueggei	57599	12403	74876	14354	36922	0	19839	57521	25731	4285	61323	23194	21156	83799	32565	0	85422	28234	165920	15703	60025	152089	5972	0	11331	143046	63616	43405	23554	20425	169104	162631	7626	45838	14115	5960	22636	8368
s__Centipeda_infelix	61005	2161	67668	39750	11307	85992	34267	70348	29836	26433	44217	16467	31183	114480	241113	8460	23106	44210	131108	3611	5632	31915	26642	90850	117679	20121	13704	5481	88902	17721	50564	35332	17035	13311	3994	4398	17027	81675
s__Centipeda_massiliensis	10418	0	22323	14354	0	103905	25049	13729	35844	0	13505	0	6608	129293	356006	5142	11603	14167	63436	3001	9564	18008	13371	0	39708	43346	11403	6311	14834	4485	9863	4944	4860	12310	3674	5560	0	18617
s__Centipeda_noxia	286483	23406	124566	424280	47529	343220	79054	124773	679340	48160	77330	258916	108689	124850	66833	72074	95525	421329	349019	8402	50121	85240	641323	1604331	268102	367133	136833	30604	201526	128773	230631	87379	123011	293645	69676	17631	57992	199414
s__Centipeda_periodontii	33558	0	43744	12849	4233	0	24548	5061	43052	3114	10404	7490	9716	135295	43787	15437	18005	8480	86486	1900	10404	11405	55696	0	92051	0	14404	3690	14032	16920	26033	12311	6774	7026	8339	0	6611	4644
s__Centipeda_sp000286455	0	2050	12513	0	0	72346	4489	7646	16120	0	7693	0	7359	31074	57014	0	4831	8370	31367	0	0	10805	0	11118	10529	0	7672	2480	6184	5507	0	15514	0	5815	0	0	0	11310
s__Centipeda_sp000318175	12421	6282	33033	8271	3872	0	13827	11424	21726	2844	15706	8695	19953	66257	160752	18946	8582	30043	113150	2331	10905	25312	9209	62804	33893	0	7802	7191	8519	17521	18824	11010	0	5985	2393	3035	0	16615
s__Centipeda_sp000468035	3837	0	4925	6635	2281	0	6342	6744	8070	0	5472	2621	0	12430	51302	0	3041	0	7927	1200	4022	15007	0	39265	8032	31534	6112	0	2065	3464	0	9228	0	4804	1582	0	0	5976
s__Centipeda_sp001683335	10017	3241	15516	6555	12408	70540	29658	30965	10413	0	8193	2500	7229	43603	60020	5974	6342	0	58225	0	1891	10405	9390	24140	17147	12413	12203	5531	8339	2833	20826	8378	8127	3753	1372	2144	0	12912
s__Centipeda_sp001717585	11320	0	22323	10339	4603	56592	6843	5201	28835	4606	15106	3062	6307	30673	74849	0	8582	19693	30466	1490	8063	11906	5278	23739	16044	37340	5471	3120	17640	4115	11915	6045	0	4604	1572	2354	0	26524
s__Mitsuokella_sp000469545	6361	0	13714	17968	0	0	0	49805	0	0	9294	142600	0	0	0	11327	0	0	80974	0	0	4162	0	101254	14740	0	0	0	0	6588	0	3143	6012	25721	2012	0	0	0
s__Selenomonas_sputigena	145442	6262	116797	49487	23114	511912	93783	65738	74891	15920	102835	34139	51537	243156	383451	38794	35009	39588	577162	49111	36215	330143	80830	162130	124333	102425	72018	175478	33977	63276	136691	573639	44092	7726	18420	12722	0	148501
s__Allisonella_pneumosintes	0	0	38138	0	0	317855	258203	0	0	0	0	62453	0	170535	145227	0	0	0	143749	0	0	20009	0	0	0	0	60716	0	73467	0	0	0	68542	0	31935	0	0	181807
s__Dialister_invisus	51589	79819	480000	523413	141529	0	289733	555165	207742	412569	109543	979157	132118	476293	115902	723061	266420	775206	1423440	39009	0	102085	826634	0	199474	249227	56915	82510	435486	270166	0	265628	359243	253545	19822	0	0	586651
s__Dialister_sp900555245	0	0	0	0	0	0	0	0	0	0	0	0	0	19246	0	0	0	0	63537	0	0	28013	52379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Anaeroglobus_geminatus	0	0	8839	0	11207	0	26552	64836	0	0	13905	108250	0	66458	0	45711	0	0	136359	0	0	0	0	0	17548	0	17705	0	38588	0	0	23121	0	0	0	0	0	113727
s__Anaeroglobus_micronuciformis	657402	124724	1465030	37642	1060430	285805	149012	7211512	1208789	174134	6822130	206972	1297763	4052408	994145	431049	18733099	1011343	1710724	165057	257427	862824	126809	3146265	29280	91298	3602958	638426	147467	799927	1749347	3370323	368240	2875122	656806	239606	3339147	56652
s__F0422_sp001553345	0	0	0	0	0	0	1012426	959641	0	537346	917584	155615	1749533	3384382	70441	2017336	1276438	1726472	674032	0	0	952167	0	2004206	0	0	0	0	0	6356206	0	217266	1784928	0	78386	147964	0	4960388
s__F0422_sp003992005	0	0	0	95661	0	0	146629	27358	0	51964	618367	0	219288	107450	20741	0	0	56066	161609	0	0	296713	0	584737	0	0	0	0	0	13016	0	19918	416864	0	0	0	0	0
s__F0422_sp003992015	0	0	0	135163	0	0	191587	952346	0	1435057	7907336	0	1237690	631258	53607	0	0	760244	1148742	0	0	2295623	0	6047400	0	0	0	0	0	153065	0	539962	2173281	0	26129	0	0	217561
s__F0422_sp003992055	0	16904	80982	190475	0	666591	120638	1487138	80298	2378922	3257567	87254	1893994	1175772	24649	806514	43711	107720	786826	0	0	2247899	45241	280414	0	371348	14704	0	0	111613	0	402078	2406059	104361	199797	176823	61097	1482889
s__F0422_sp003992135	0	0	0	0	0	0	0	106498	0	0	68226	0	78007	97832	0	0	0	0	35777	0	0	310331	0	0	0	109142	0	0	0	0	0	0	367196	0	0	0	0	64660
s__F0422_sp003992315	0	0	0	54205	0	0	0	0	0	111113	511311	0	78207	109505	0	0	0	116593	133315	0	0	309758	0	886366	0	0	0	0	0	75091	0	119787	785240	0	0	0	0	0
s__F0422_sp003999875	0	0	0	0	0	0	108034	0	0	130547	146196	0	201855	0	0	0	0	0	89994	0	0	190918	0	504871	0	275847	34509	0	0	49660	0	0	229606	0	0	0	0	149287
s__F0422_sp900544365	0	0	0	0	0	0	623207	145900	0	69286	460617	430001	520673	112538	0	0	0	334819	1147054	0	24810	58127	271672	8712540	0	2879918	0	0	0	34041	0	960456	10214835	142885	0	0	315150	918206
s__F0422_sp900766245	0	0	0	0	0	0	157840	821332	0	751130	167046	0	563591	129276	0	0	0	305571	424060	0	0	347370	0	929444	0	0	0	0	0	61875	0	366234	526206	0	0	0	0	0
s__Veillonella_atypica	19043971	12037269	9691441	1551326	8946856	4215472	720092	16606039	5725843	1663210	23616621	1134181	11428771	23056517	7565567	1608460	53433746	14716632	35736162	1779312	7052809	12963464	3381188	18399868	157266	3742918	29557784	12973548	1696869	4195056	16900616	29307870	2902666	10605264	3959177	7022417	24511734	3907605
s__Veillonella_denticariosi	0	0	558590	0	0	0	0	208614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298790	364512	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Veillonella_dispar	519473	216730	432635	403582	807148	565996	580509	1517901	652451	491247	1514563	575661	749780	1175249	904545	445631	2964172	2168985	961399	362793	247635	972444	241605	2216382	0	0	5369479	1116624	209778	375431	1108735	1150885	114055	318693	1633307	828292	1318135	226125
s__Veillonella_dispar_A	7402627	4783876	7812425	2787678	4236021	3057482	1362520	14343392	2399779	2097148	7614472	1117963	6694727	4274714	5707143	3427565	12601184	4726566	10633340	3293022	3926161	7742826	4567274	14434241	1157337	6943061	12332206	1602302	1983193	5599533	8852024	12766042	1884212	9307726	4946783	6164447	9547871	3803389
s__Veillonella_infantium	6443083	4199419	4354034	2394782	4429468	2524524	996740	13096867	993752	1997243	6882373	1558521	4387729	5196015	7692546	3116865	2261755	2411946	6193926	2561389	1812877	5421424	2473559	9796109	250107	2701009	24462306	891516	1308621	1790579	6995813	8382809	1512264	3501899	4434377	6704839	4207040	172282
s__Veillonella_parvula	0	133793	176056	362468	154670	0	0	611774	145714	891492	91535	448581	0	449650	592120	234712	0	0	670830	0	0	0	0	291226	0	0	0	0	0	71787	0	364017	0	228694	271080	0	0	633556
s__Veillonella_parvula_A	8531249	977933	5995447	5010449	2539759	599912	1932410	17775787	3548411	2494076	1987611	4644988	3207963	4848027	5990475	2463790	3471235	2181496	17388642	541966	1594114	2814632	985274	17803426	3673553	2969362	8464268	1186689	1443414	4764239	837060	8012491	3576247	7281183	2196803	931561	1713280	4382240
s__Veillonella_rodentium	34460	0	22723	0	0	0	0	23449	0	0	54121	0	0	0	0	0	503012	0	0	0	48820	0	0	0	0	68173	414206	0	0	10913	0	461815	0	19316	0	0	0	0
s__Veillonella_rogosae	3849194	6160558	13394827	3398780	8948949	8504390	1847241	4589892	2478753	1608724	3802679	1524277	2420090	8326453	4693091	1383585	8680998	17552638	2212232	3348821	4159534	7288117	1695708	6458097	1583358	8944880	6239907	8114242	2599791	1700738	11618827	5901267	918143	2812295	9747249	6754858	2445359	826044
s__Veillonella_sp002959755	291754	0	156541	0	142606	0	0	464293	152788	0	187565	177742	325878	264209	392094	0	614539	341698	501462	66715	0	160501	275545	936612	0	0	382354	219040	87699	2425698	2732556	195854	0	150648	575652	492659	286650	0
s__Veillonella_sp003463825	1522500	1883804	1442230	561912	1193834	672001	427624	7582228	863509	1285860	1600127	489043	2371984	1787374	2329215	851564	3747193	1422349	2121865	774151	757311	2750018	2390049	1437049	194778	975561	3597929	1740982	720134	3182945	3499924	2576111	419732	1269979	2699304	2215336	4666130	257279
s__Veillonella_sp009929605	0	0	0	0	53332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56162	0	0	0
s__Veillonella_sp900538355	57700	113828	297735	101197	315537	0	46190	0	183184	223510	0	0	206557	252250	223260	206547	1983116	166466	416378	110599	72830	564692	178000	1523808	0	0	580298	403953	44702	152849	806365	489063	68843	430775	310784	121578	169668	428382
s__Veillonella_sp900545205	1552667	868597	1628528	509274	4172583	1467193	283518	5459649	594240	923386	1316061	787990	1156992	4197684	1118222	0	14003650	1336964	1721428	592560	132609	739240	397018	9138997	0	0	6301863	5112052	1381060	885147	4598064	2615719	180561	1781656	3247232	1302768	2072988	692495
s__Veillonella_sp900549805	0	0	0	0	0	0	0	2852812	0	22328	0	0	0	0	0	0	0	0	0	0	0	0	0	1453586	0	0	0	0	0	0	0	0	45695	0	0	0	0	0
s__Veillonella_sp900549845	6035208	432375	1871414	482976	2977224	1098716	336488	7250635	315149	318788	1134093	0	830266	1600759	2543507	1387561	2033686	683917	2491070	942362	827843	3194822	1153818	2099804	0	1296097	2991907	1589976	466813	122190	1963709	1611269	407849	770785	3748837	1859269	1327054	0
s__Veillonella_sp900550175	6673116	577882	1694546	1668777	363498	268048	86469	785307	0	180256	144436	9479595	318861	389849	901834	1065309	3572884	398359	1288779	383577	186141	869731	401337	7907952	446386	882920	613955	168746	135899	1774759	1076691	485874	318913	340767	456925	446482	1888741	3210207
s__Veillonella_sp900550455	0	0	0	0	0	0	0	576369	0	14117	0	0	0	0	0	0	0	0	0	0	0	0	0	9231431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Veillonella_sp900552445	1913180	1385169	5974190	2124144	5951887	6773520	1423113	3465022	765565	1344551	954611	103801	998026	14724924	8390094	1077980	2491412	3224219	2112067	2860689	14410221	3276201	888087	2787122	453191	5975645	3451395	1694558	2115895	163290	5368392	8022538	763347	3052510	8449891	1729108	4999473	0
s__Veillonella_sp900552715	277212	208284	728341	255045	1675990	0	0	770781	176938	240703	288442	0	336796	1902220	302179	265086	3420718	285864	2065025	0	0	1217192	220036	3638722	0	0	848441	785410	0	630659	653156	993786	0	1033361	1181150	388476	559308	1045065
s__Veillonella_sp900556785	18865164	1210362	1338688	714372	1915870	0	247592	7966075	262286	1048650	7386291	1567098	2546107	1480689	333345	318308	5198033	771857	1499204	3317830	0	1345210	420948	14165139	876761	0	22339317	598621	561052	1312440	3972861	10179047	1400471	0	3978210	4185569	726729	1089135
s__Veillonella_sp900757715	203076	139920	409257	165962	67241	0	197347	567980	80998	135540	300892	136718	194012	475035	256086	151557	44512	89022	828800	54712	45019	94444	0	176122	74804	0	155248	16102	35681	93713	0	499688	99907	192765	159586	102844	209377	63358
s__Veillonella_sp900765235	6317598	197904	1131789	252481	305730	1651076	0	1461005	496753	349669	823914	0	901746	3857958	195562	825759	3224696	1791767	1916658	835455	2013332	652469	0	0	0	0	2493130	2931001	527325	523298	413490	1090074	0	643538	3122056	897233	816099	0
s__Veillonella_sp900766125	663156	203402	256867	289150	0	0	0	2329574	0	234017	0	0	747160	601018	402300	0	1659432	1073274	1126036	807738	0	2311609	0	1534015	0	0	936469	231764	0	300126	2137299	4024412	0	0	534578	892810	1112430	0
s__Veillonella_tobetsuensis	224569	177555	621907	105916	393009	737048	36672	273492	412417	238393	751749	34440	390826	526420	421314	97235	1658517	1926584	555375	423877	432374	1334322	151539	877741	175106	314183	939118	528856	4464879	509223	2726683	1333345	268103	284922	447462	585285	491498	185979
s__UBA4971_sp012518595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8112	0	0	0	0	0	0	0	0	4741	0	0	0	0	0	0	0	0	0
s__Fusobacterium_animalis	0	0	998772	0	0	0	427556	0	0	0	0	0	0	503601	754313	0	1438372	0	1046092	0	0	0	1046101	0	0	0	0	0	1452927	0	0	1062821	0	0	0	0	0	0
s__Fusobacterium_massiliense	0	0	0	0	0	0	0	569583	0	0	0	0	0	240407	0	0	0	0	201249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0	0	0	350537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fusobacterium_nucleatum_J	0	0	0	0	0	0	560301	0	0	0	0	0	0	0	0	0	0	0	308582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fusobacterium_periodonticum_D	0	2975987	241120	1925845	1207371	2769689	0	0	2528336	14017	772556	2396227	449832	3725827	2537256	489189	0	2308336	0	362853	324649	2357340	726091	1516505	355880	0	474297	4252894	521922	704711	3075297	573503	576903	5370251	3247232	2006679	3267113	1017481
s__Fusobacterium_polymorphum	0	0	321853	869358	0	0	0	0	903821	0	568781	0	0	882231	495018	0	0	0	0	286253	0	328616	0	0	0	0	319335	0	0	0	0	0	0	1580995	539407	0	0	421792
s__Fusobacterium_pseudoperiodonticum	0	2224925	1275479	2630105	1144758	0	1391375	0	768479	490753	690296	3634753	0	4455950	4589533	1006950	413884	1487877	0	1985766	7851987	0	843051	0	293834	4766491	270627	1042175	133600	0	2112154	0	283117	1383731	5483951	1722458	1071511	883755
s__Fusobacterium_vincentii	0	0	276264	846362	0	0	0	0	584044	0	0	831935	0	394254	0	0	0	2446218	0	0	0	0	1068552	0	2841112	0	0	0	0	0	0	0	0	0	0	0	2325622	0
s__Fusobacterium_C_necrophorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22290248	0	0
s__JABCPH02_sp013333235	0	1358280	809098	272710	481858	2238103	198915	1548673	552432	127546	441905	33335	215527	1860512	896956	200986	819033	797141	912255	1034369	1340209	2555974	416476	5388478	517933	5826345	1116203	2356542	266750	4475257	8483055	1855905	171410	2740636	1267627	898934	2862073	264586
s__Leptotrichia_buccalis	216326	50712	580412	436491	201762	1172536	325237	985997	1549426	144171	590774	97295	388939	603020	530464	0	1203425	262856	536664	0	71430	187682	645351	550181	1674008	1833946	165826	74909	38688	376489	995514	186615	400644	260309	336750	154804	236308	249951
s__Leptotrichia_hofstadii	276929	113281	318455	1486616	155821	247406	286061	326145	466908	36946	268810	300332	121322	176798	331296	0	650713	781671	366085	0	0	387631	418324	1085987	364434	294675	546460	64708	135002	373367	644721	154666	348605	200951	197783	0	153184	357624
s__Leptotrichia_hongkongensis	789380	111161	574097	2676990	228711	2022796	76449	507642	148952	112830	392943	680980	172393	435403	668172	185636	138484	1301029	1028607	461443	146887	147955	140591	5334728	343157	3344220	252404	234557	71262	1005552	292961	367702	242403	242863	153484	179949	325172	540162
s__Leptotrichia_massiliensis	188762	47011	111918	674498	76046	0	155813	305934	287220	0	267125	290817	164529	148410	324055	0	192578	394739	243719	0	0	164544	110606	888239	276314	256357	148547	84810	89203	258570	124112	142311	176102	173992	120578	0	294830	126436
s__Leptotrichia_shahii	1213764	132407	45546	283707	345608	0	0	314580	326318	146427	209939	0	466528	413941	335397	0	266825	0	1851869	0	0	295549	535864	2554754	638297	596672	290715	105059	27863	617247	0	83475	67440	106666	324506	136998	0	281195
s__Leptotrichia_sp000469385	134553	0	101644	911393	70243	0	65628	265024	157658	0	158965	302526	77004	177349	86573	0	83122	0	217195	64514	0	92544	166554	0	158493	811492	215459	0	0	180151	165955	64258	70246	0	72880	0	0	171460
s__Leptotrichia_sp001553645	0	0	70771	0	0	0	0	530579	171886	0	404714	87154	0	255579	420792	0	0	0	50509	0	0	351506	0	2405719	111464	0	137534	0	0	437107	875083	449328	0	351512	0	0	400740	0
s__Leptotrichia_sp002240055	345995	82620	629390	0	96959	0	210000	611577	1671970	0	596173	142838	155393	871566	1433043	108887	394135	912347	1276806	0	0	259830	2093188	2192089	418658	329326	459410	143251	386776	858656	559848	257090	186459	321867	260685	114327	393921	1336768
s__Leptotrichia_sp013394795	95365	0	27127	43464	0	0	0	56719	108782	0	0	58236	0	76482	34469	0	43011	0	29363	0	0	0	0	0	61267	0	0	0	0	0	0	18917	0	0	23926	0	0	88682
s__Leptotrichia_trevisanii	244320	73818	297889	319819	214938	347757	121328	232724	355575	55268	235910	508696	566254	537285	390037	0	93124	112489	365771	161358	118583	69433	266947	617735	1220225	676001	167452	34704	156829	245396	419961	298586	271210	127188	92802	207385	698054	2143839
s__Leptotrichia_wadei	706054	446322	889600	1519546	916263	1780540	354378	1120548	1745401	128416	754643	355659	905940	1484251	1406138	573322	809688	1028400	1856935	0	217960	521677	857560	2946759	753129	2276923	403812	451489	431881	1305950	579583	1181901	304185	769162	250040	212594	1435700	281597
s__Leptotrichia_wadei_A	201217	2026286	3743186	287980	7490059	4807131	245171	1833211	4415726	304736	1705482	113707	1924710	7826221	5018559	0	2131184	3529173	1346193	314276	2079990	1291506	107469	6241388	424611	9120085	1272028	2510655	557114	2285191	5463168	1255875	633419	3503365	469010	739818	3606164	745797
s__Leptotrichia_A_sp000469505	83043	477007	407444	522377	324008	3450534	272395	473578	502714	361054	358538	2335828	0	2153359	2407515	371544	355344	1335266	83279	520675	1247874	388725	117064	0	503545	1222704	333791	505668	380119	207780	2381791	189282	247142	2799543	1270176	1379021	1033990	1220185
s__Leptotrichia_A_sp001274535	126994	434356	454450	743097	558215	1630112	349162	766069	983570	332815	920422	2974861	205618	1036755	610022	464496	280430	588264	457384	281811	2656007	83839	164963	643387	280628	922256	331894	200516	118888	429727	279261	146777	0	1139453	258302	290118	947857	2801962
s__Pseudoleptotrichia_goodfellowii	94463	0	117912	152576	137089	661070	94584	27658	74791	101572	10304	0	38602	198025	268367	0	13504	0	0	46110	27211	18909	147537	70817	0	231802	0	17902	304671	136026	0	63858	168334	71159	42447	41172	207831	93386
s__Streptobacillus_hongkongensis	0	0	0	0	0	0	0	0	0	0	3824618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__HOT-345_sp003260355	0	71017	69170	0	0	0	39978	0	0	0	34013	0	0	0	79559	134869	84322	47023	20644	0	0	0	0	0	43419	0	0	48806	64647	0	0	35432	0	439391	38042	33659	0	0
s__HOT-345_sp013333295	0	0	0	993853	101856	0	330627	77162	92412	0	860241	0	0	416314	912228	0	0	286427	0	509263	0	103553	0	0	294759	0	0	592344	68355	0	1745818	0	348359	0	344461	446613	0	1363109
s__HOT-345_sp013333605	197778	501424	83885	1693634	759078	0	200825	0	392897	0	683074	0	141807	242353	1803522	200032	61316	334551	176679	994204	0	110165	323609	193759	838828	393586	179854	344336	89303	261711	519522	0	209149	904712	73481	255550	0	1687738
s__GN02-873_sp003260345	0	47111	62163	0	401237	182889	313204	353370	94715	0	380528	0	17246	67159	1042778	49219	0	0	678182	4402750	74831	0	188959	0	208592	368625	0	269920	119367	399367	0	0	0	29825	11513	697982	190094	2637646
s__GN02-873_sp013332525	0	0	0	0	57035	0	59616	32468	0	0	65425	97797	88033	246433	301858	0	0	0	126555	381010	0	0	27044	0	739773	0	0	58407	20547	4068731	0	0	0	572251	0	90357	351656	443308
s__GN02-872_sp002761215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435348	0	0	0	473466	0	0	0	602560
s__GN02-872_sp003260325	0	132634	0	0	0	0	247242	0	173207	0	0	0	0	571534	0	518137	0	0	0	407903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__SDRK01_sp007845205	0	0	0	0	0	0	354158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__SDRW01_sp007845485	339751	438286	687433	1154136	306676	2028398	169139	403346	4819040	73091	169512	981954	415151	1251931	390485	1891064	1458857	2558443	980790	76617	66128	207955	2923924	2980563	1358756	2878721	214750	27003	542170	828857	640571	87779	495901	365283	199566	432592	782029	260366
